category,TYPE,VRRM,IF(AV) ,IFSM,VF,IR ,Trr ,TJ Max.,Package,file_id
7,FR106G,800,1,30,1.3,5,500,150,DO-41,432
7,FR107G,1000,1,30,1.3,5,500,150,DO-41,432
7,FR151,50,1.5,50,1.3,5,150,125,DO-15,433
7,FR152,100,1.5,50,1.3,5,150,125,DO-15,433
7,FR153,200,1.5,50,1.3,5,150,125,DO-15,433
7,FR154,400,1.5,50,1.3,5,150,125,DO-15,433
7,FR155,600,1.5,50,1.3,5,250,125,DO-15,433
7,FR156,800,1.5,50,1.3,5,500,125,DO-15,433
7,FR157,1000,1.5,50,1.3,5,500,125,DO-15,433
7,FR151G,50,1.5,50,1.3,5,150,150,DO-15,434
7,FR152G,100,1.5,50,1.3,5,150,150,DO-15,434
7,FR153G,200,1.5,50,1.3,5,150,150,DO-15,434
7,FR154G,400,1.5,50,1.3,5,150,150,DO-15,434
7,FR155G,600,1.5,50,1.3,5,250,150,DO-15,434
7,FR156G,800,1.5,50,1.3,5,500,150,DO-15,434
7,FR157G,1000,1.5,50,1.3,5,500,150,DO-15,434
7,FR201,50,2,60,1.3,5,150,125,DO-15,435
7,FR202,100,2,60,1.3,5,150,125,DO-15,435
7,FR203,200,2,60,1.3,5,150,125,DO-15,435
7,FR204,400,2,60,1.3,5,150,125,DO-15,435
7,FR205,600,2,60,1.3,5,250,125,DO-15,435
7,FR206,800,2,60,1.3,5,500,125,DO-15,435
7,FR207,1000,2,60,1.3,5,500,125,DO-15,435
7,FR201G,50,2,60,1.3,5,150,150,DO-15,436
7,FR202G,100,2,60,1.3,5,150,150,DO-15,436
7,FR203G,200,2,60,1.3,5,150,150,DO-15,436
7,FR204G,400,2,60,1.3,5,150,150,DO-15,436
7,FR205G,600,2,60,1.3,5,250,150,DO-15,436
7,FR206G,800,2,60,1.3,5,500,150,DO-15,436
7,FR207G,1000,2,60,1.3,5,500,150,DO-15,436
7,FR251,50,2.5,100,1.3,5,150,125,DO-15,437
7,FR252,100,2.5,100,1.3,5,150,125,DO-15,437
7,FR253,200,2.5,100,1.3,5,150,125,DO-15,437
7,FR254,400,2.5,100,1.3,5,150,125,DO-15,437
7,FR255,600,2.5,100,1.3,5,250,125,DO-15,437
7,FR256,800,2.5,100,1.3,5,500,125,DO-15,437
7,FR257,1000,2.5,100,1.3,5,500,125,DO-15,437
7,FR251G,50,2.5,100,1.3,5,150,150,DO-15,438
7,FR252G,100,2.5,100,1.3,5,150,150,DO-15,438
7,FR253G,200,2.5,100,1.3,5,150,150,DO-15,438
7,FR254G,400,2.5,100,1.3,5,150,150,DO-15,438
7,FR255G,600,2.5,100,1.3,5,250,150,DO-15,438
7,FR256G,800,2.5,100,1.3,5,500,150,DO-15,438
7,FR257G,1000,2.5,100,1.3,5,500,150,DO-15,438
7,FR301,50,3,150,1.3,5,150,125,DO-201AD,439
7,FR302,100,3,150,1.3,5,150,125,DO-201AD,439
7,FR303,200,3,150,1.3,5,150,125,DO-201AD,439
7,FR304,400,3,150,1.3,5,150,125,DO-201AD,439
7,FR305,600,3,150,1.3,5,250,125,DO-201AD,439
7,FR306,800,3,150,1.3,5,500,125,DO-201AD,439
7,FR307,1000,3,150,1.3,5,500,125,DO-201AD,439
7,FR301G,50,3,150,1.3,5,150,150,DO-201AD,
7,FR302G,100,3,150,1.3,5,150,150,DO-201AD,
7,FR303G,200,3,150,1.3,5,150,150,DO-201AD,
7,FR304G,400,3,150,1.3,5,150,150,DO-201AD,
7,FR305G,600,3,150,1.3,5,250,150,DO-201AD,
7,FR306G,800,3,150,1.3,5,500,150,DO-201AD,
7,FR307G,1000,3,150,1.3,5,500,150,DO-201AD,
7,RS1A,50,1,30,1.3,5,150,150,SMA,492
7,RS1B,100,1,30,1.3,5,150,150,SMA,492
7,RS1D,200,1,30,1.3,5,150,150,SMA,492
7,RS1G,400,1,30,1.3,5,150,150,SMA,492
7,RS1J,600,1,30,1.3,5,250,150,SMA,492
7,RS1K,800,1,30,1.3,5,500,150,SMA,492
7,RS1M,1000,1,30,1.3,5,500,150,SMA,492
7,RS2A,50,2,50,1.3,5,150,150,SMA,494
7,RS2B,100,2,50,1.3,5,150,150,SMA,494
7,RS2D,200,2,50,1.3,5,150,150,SMA,494
7,RS2G,400,2,50,1.3,5,150,150,SMA,494
7,RS2J,600,2,50,1.3,5,250,150,SMA,494
7,RS2K,800,2,50,1.3,5,500,150,SMA,494
7,RS2M,1000,2,50,1.3,5,500,150,SMA,494
7,RS2A,50,2,50,1.3,5,150,150,SMB,495
7,RS2B,100,2,50,1.3,5,150,150,SMB,495
7,RS2D,200,2,50,1.3,5,150,150,SMB,495
7,RS2G,400,2,50,1.3,5,150,150,SMB,495
7,RS2J,600,2,50,1.3,5,250,150,SMB,495
7,RS2K,800,2,50,1.3,5,500,150,SMB,495
7,RS2M,1000,2,50,1.3,5,500,150,SMB,495
7,RS3A,50,3,100,1.3,5,150,150,SMB,496
7,RS3B,100,3,100,1.3,5,150,150,SMB,496
7,RS3D,200,3,100,1.3,5,150,150,SMB,496
7,RS3G,400,3,100,1.3,5,150,150,SMB,496
7,RS3J,600,3,100,1.3,5,250,150,SMB,496
7,RS3K,800,3,100,1.3,5,500,150,SMB,496
7,RS3M,1000,3,100,1.3,5,500,150,SMB,496
7,F1A,50,1,35,1.3,5,150,150,SOD-123FL,429
7,F1B,100,1,35,1.3,5,150,150,SOD-123FL,429
7,F1D,200,1,35,1.3,5,150,150,SOD-123FL,429
7,F1G,400,1,35,1.3,5,150,150,SOD-123FL,429
7,F1J,600,1,35,1.3,5,250,150,SOD-123FL,429
7,F1K,800,1,35,1.3,5,500,150,SOD-123FL,429
7,F1M,1000,1,35,1.3,5,500,150,SOD-123FL,429
7,F1,50,1,35,1.3,5,150,150,SOD-123FL,430
7,F2,100,1,35,1.3,5,150,150,SOD-123FL,430
7,F3,200,1,35,1.3,5,150,150,SOD-123FL,430
7,F4,400,1,35,1.3,5,150,150,SOD-123FL,430
7,F5,600,1,35,1.3,5,250,150,SOD-123FL,430
7,F6,800,1,35,1.3,5,50,150,SOD-123FL,430
7,F7,1000,1,35,1.3,5,50,150,SOD-123FL,430
7,RS1AF,50,1,30,1.3,5,150,150,SMAF,491
7,RS1BF,100,1,30,1.3,5,150,150,SMAF,491
7,RS1DF,200,1,30,1.3,5,150,150,SMAF,491
7,RS1GF,400,1,30,1.3,5,150,150,SMAF,491
7,RS1JF,600,1,30,1.3,5,250,150,SMAF,491
7,RS1KF,800,1,30,1.3,5,500,150,SMAF,491
7,RS1MF,1000,1,30,1.3,5,500,150,SMAF,491
7,RS2AF,50,2,50,1.3,5,150,150,SMAF,493
7,RS2BF,100,2,50,1.3,5,150,150,SMAF,493
7,RS2DF,200,2,50,1.3,5,150,150,SMAF,493
7,RS2GF,400,2,50,1.3,5,150,150,SMAF,493
7,RS2JF,600,2,50,1.3,5,250,150,SMAF,493
7,RS2KF,800,2,50,1.3,5,500,150,SMAF,493
7,RS2MF,1000,2,50,1.3,5,500,150,SMAF,493
8,SF11,50,1,30,0.95,5,35,125,DO-41,503
8,SF12,100,1,30,0.95,5,35,125,DO-41,503
8,SF13,150,1,30,0.95,5,35,125,DO-41,503
8,SF14,200,1,30,0.95,5,35,125,DO-41,503
8,SF15,300,1,30,1.25,5,35,125,DO-41,503
8,SF16,400,1,30,1.25,5,35,125,DO-41,503
8,SF18,600,1,30,1.7,5,35,125,DO-41,503
8,SF11G,50,1,35,0.95,5,35,150,DO-41,502
8,SF12G,100,1,35,0.95,5,35,150,DO-41,502
8,SF13G,150,1,35,0.95,5,35,150,DO-41,502
8,SF14G,200,1,35,0.95,5,35,150,DO-41,502
8,SF15G,300,1,35,1.25,5,35,150,DO-41,502
8,SF16G,400,1,35,1.25,5,35,150,DO-41,502
8,SF18G,600,1,35,1.7,5,35,150,DO-41,502
8,SF21,50,2,60,0.95,5,35,125,DO-15,505
8,SF22,100,2,60,0.95,5,35,125,DO-15,505
8,SF23,150,2,60,0.95,5,35,125,DO-15,505
8,SF24,200,2,60,0.95,5,35,125,DO-15,505
8,SF25,300,2,60,1.25,5,35,125,DO-15,505
8,SF26,400,2,60,1.25,5,35,125,DO-15,505
8,SF28,600,2,60,1.7,5,35,125,DO-15,505
8,SF21G,50,2,60,0.95,5,35,150,DO-15,504
8,SF22G,100,2,60,0.95,5,35,150,DO-15,504
8,SF23G,150,2,60,0.95,5,35,150,DO-15,504
8,SF24G,200,2,60,0.95,5,35,150,DO-15,504
8,SF25G,300,2,60,1.25,5,35,150,DO-15,504
8,SF26G,400,2,60,1.25,5,35,150,DO-15,504
8,SF28G,600,2,60,1.7,5,35,150,DO-15,504
8,SF31,50,3,150,0.95,5,35,125,DO-201AD,506
8,SF32,100,3,150,0.95,5,35,125,DO-201AD,506
8,SF33,150,3,150,0.95,5,35,125,DO-201AD,506
8,SF34,200,3,150,0.95,5,35,125,DO-201AD,506
8,SF35,300,3,150,1.25,5,35,125,DO-201AD,506
8,SF36,400,3,150,1.25,5,35,125,DO-201AD,506
8,SF38,600,3,150,1.7,5,35,125,DO-201AD,506
8,SF31G,50,3,150,0.95,5,35,150,DO-201AD,
8,SF32G,100,3,150,0.95,5,35,150,DO-201AD,
8,SF33G,150,3,150,0.95,5,35,150,DO-201AD,
8,SF34G,200,3,150,0.95,5,35,150,DO-201AD,
8,SF35G,300,3,150,1.25,5,35,150,DO-201AD,
8,SF36G,400,3,150,1.25,5,35,150,DO-201AD,
8,SF38G,600,3,150,1.7,5,35,150,DO-201AD,
8,SF51,50,5,200,0.95,5,35,125,DO-201AD,508
8,SF52,100,5,200,0.95,5,35,125,DO-201AD,508
8,SF53,150,5,200,0.95,5,35,125,DO-201AD,508
8,SF54,200,5,200,0.95,5,35,125,DO-201AD,508
8,SF55,300,5,200,1.25,5,35,125,DO-201AD,508
8,SF56,400,5,200,1.25,5,35,125,DO-201AD,508
8,SF58,600,5,200,1.7,5,35,125,DO-201AD,508
8,SF51G,50,5,150,0.95,5,35,150,DO-201AD,507
8,SF52G,100,5,150,0.95,5,35,150,DO-201AD,507
8,SF53G,150,5,150,0.95,5,35,150,DO-201AD,507
8,SF54G,200,5,150,0.95,5,35,150,DO-201AD,507
8,SF55G,300,5,150,1.25,5,35,150,DO-201AD,507
8,SF56G,400,5,150,1.25,5,35,150,DO-201AD,507
8,SF58G,600,5,150,1.7,5,35,150,DO-201AD,507
8,ES1A,50,1,30,0.95,5,35,150,SMA,423
8,ES1B,100,1,30,0.95,5,35,150,SMA,423
8,ES1D,200,1,30,0.95,5,35,150,SMA,423
8,ES1G,400,1,30,1.25,5,35,150,SMA,423
8,ES1J,600,1,30,1.7,5,35,150,SMA,423
8,ES2A,50,2,50,0.95,5,35,150,SMA,425
8,ES2B,100,2,50,0.95,5,35,150,SMA,425
8,ES2D,200,2,50,0.95,5,35,150,SMA,425
8,ES2G,400,2,50,1.25,5,35,150,SMA,425
8,ES2J,600,2,50,1.7,5,35,150,SMA,425
8,ES2A,50,2,50,0.95,5,35,150,SMB,426
8,ES2B,100,2,50,0.95,5,35,150,SMB,426
8,ES2D,200,2,50,0.95,5,35,150,SMB,426
8,ES2G,400,2,50,1.25,5,35,150,SMB,426
8,ES2J,600,2,50,1.7,5,35,150,SMB,426
8,ES3A,50,3,100,0.95,5,35,150,SMB,428
8,ES3B,100,3,100,0.95,5,35,150,SMB,428
8,ES3D,200,3,100,0.95,5,35,150,SMB,428
8,ES3G,400,3,100,1.25,5,35,150,SMB,428
8,ES3J,600,3,100,1.7,5,35,150,SMB,428
8,E1,50,1,30,0.95,5,35,150,SOD-123FL,422
8,E2,100,1,30,0.95,5,35,150,SOD-123FL,422
8,E4,200,1,30,0.95,5,35,150,SOD-123FL,422
8,E6,400,1,30,1.25,5,35,150,SOD-123FL,422
8,E7,600,1,30,1.7,5,35,150,SOD-123FL,422
8,ES1AF,50,1,30,0.95,5,35,150,SMAF,424
8,ES1BF,100,1,30,0.95,5,35,150,SMAF,424
8,ES1DF,200,1,30,0.95,5,35,150,SMAF,424
8,ES1GF,400,1,30,1.25,5,35,150,SMAF,424
8,ES1JF,600,1,30,1.7,5,35,150,SMAF,424
8,ES2AF,50,2,50,0.95,5,35,150,SMAF,427
8,ES2BF,100,2,50,0.95,5,35,150,SMAF,427
8,ES2DF,200,2,50,0.95,5,35,150,SMAF,427
8,ES2GF,400,2,50,1.25,5,35,150,SMAF,427
8,ES2JF,600,2,50,1.7,5,35,150,SMAF,427
9,HER101,50,1,35,1,5,50,125,DO-41,458
9,HER102,100,1,35,1,5,50,125,DO-41,458
9,HER103,200,1,35,1,5,50,125,DO-41,458
9,HER104,300,1,35,1.3,5,50,125,DO-41,458
9,HER105,400,1,35,1.3,5,50,125,DO-41,458
9,HER106,600,1,35,1.7,5,75,125,DO-41,458
9,HER107,800,1,35,1.7,5,75,125,DO-41,458
9,HER108,1000,1,35,1.7,5,75,125,DO-41,458
9,HER101G,50,1,35,1,5,50,150,DO-41,457
9,HER102G,100,1,35,1,5,50,150,DO-41,457
9,HER103G,200,1,35,1,5,50,150,DO-41,457
9,HER104G,300,1,35,1.3,5,50,150,DO-41,457
9,HER105G,400,1,35,1.3,5,50,150,DO-41,457
9,HER106G,600,1,35,1.7,5,75,150,DO-41,457
9,HER107G,800,1,35,1.7,5,75,150,DO-41,457
9,HER108G,1000,1,35,1.7,5,75,150,DO-41,457
9,MUR105,50,1,30,0.9,5,25,125,DO-41,
9,MUR110,100,1,30,0.9,5,25,125,DO-41,
9,MUR120,200,1,30,0.9,5,25,125,DO-41,
9,MUR140,400,1,30,1.25,5,50,125,DO-41,
9,MUR150,500,1,30,1.25,5,50,125,DO-41,
9,MUR160,600,1,30,1.25,5,50,125,DO-41,
9,MUR105G,50,1,30,0.9,5,25,125,DO-41,
9,MUR110G,100,1,30,0.9,5,25,125,DO-41,
9,MUR120G,200,1,30,0.9,5,25,150,DO-41,
9,MUR140G,400,1,30,1.25,5,50,150,DO-41,
9,MUR150G,500,1,30,1.25,5,50,150,DO-41,
9,MUR160G,600,1,30,1.25,5,50,150,DO-41,
9,UF4001,50,1,30,1,5,50,125,DO-41,538
9,UF4002,100,1,30,1,5,50,125,DO-41,538
9,UF4003,200,1,30,1,5,50,125,DO-41,538
9,UF4004,400,1,30,1,5,50,125,DO-41,538
9,UF4005,600,1,30,1.7,5,75,125,DO-41,538
9,UF4006,800,1,30,1.7,5,75,125,DO-41,538
9,UF4007,1000,1,30,1.7,5,75,125,DO-41,538
9,UF4001G,50,1,30,1,5,50,150,DO-41,537
9,UF4002G,100,1,30,1,5,50,150,DO-41,537
9,UF4003G,200,1,30,1,5,50,150,DO-41,537
9,UF4004G,400,1,30,1,5,50,150,DO-41,537
9,UF4005G,600,1,30,1.7,5,75,150,DO-41,537
9,UF4006G,800,1,30,1.7,5,75,150,DO-41,537
9,UF4007G,1000,1,30,1.7,5,75,150,DO-41,537
9,HER201,50,2,60,1,5,50,125,DO-15,460
9,HER202,100,2,60,1,5,50,125,DO-15,460
9,HER203,200,2,60,1,5,50,125,DO-15,460
9,HER204,300,2,60,1.3,5,50,125,DO-15,460
9,HER205,400,2,60,1.3,5,50,125,DO-15,460
9,HER206,600,2,60,1.7,5,75,125,DO-15,460
9,HER207,800,2,60,1.7,5,75,125,DO-15,460
9,HER208,1000,2,60,1.7,5,75,125,DO-15,460
9,HER201G,50,2,60,1,5,50,150,DO-15,459
9,HER202G,100,2,60,1,5,50,150,DO-15,459
9,HER203G,200,2,60,1,5,50,150,DO-15,459
9,HER204G,300,2,60,1.3,5,50,150,DO-15,459
9,HER205G,400,2,60,1.3,5,50,150,DO-15,459
9,HER206G,600,2,60,1.7,5,75,150,DO-15,459
9,HER207G,800,2,60,1.7,5,75,150,DO-15,459
9,HER208G,1000,2,60,1.7,5,75,150,DO-15,459
9,MUR205,50,2,50,0.9,5,25,125,DO-15,484
9,MUR210,100,2,50,0.9,5,25,125,DO-15,484
9,MUR220,200,2,50,0.9,5,25,125,DO-15,484
9,MUR240,400,2,30,1.3,5,50,125,DO-15,484
9,MUR250,400,2,30,1.3,5,50,150,DO-15,484
9,MUR260,600,2,30,1.3,5,50,125,DO-15,484
9,MUR205G,50,2,50,0.9,5,25,150,DO-15,483
9,MUR210G,100,2,50,0.9,5,25,150,DO-15,483
9,MUR220G,200,2,50,0.9,5,25,150,DO-15,483
9,MUR240G,400,2,50,1.3,5,50,150,DO-15,483
9,MUR250G,400,2,50,1.3,5,50,150,DO-15,483
9,MUR260G,600,2,50,1.3,5,50,150,DO-15,483
9,HER301,50,3,150,1,5,50,125,DO-201AD,464
9,HER302,100,3,150,1,5,50,125,DO-201AD,464
9,HER303,200,3,150,1,5,50,125,DO-201AD,464
9,HER304,300,3,150,1.3,5,50,125,DO-201AD,464
9,HER305,400,3,150,1.3,5,50,125,DO-201AD,464
9,HER306,600,3,150,1.7,5,75,125,DO-201AD,464
9,HER307,800,3,150,1.7,5,75,125,DO-201AD,464
9,HER308,1000,3,150,1.7,5,75,125,DO-201AD,464
9,HER301G,50,3,150,1,5,50,150,DO-201AD,463
9,HER302G,100,3,150,1,5,50,150,DO-201AD,463
9,HER303G,200,3,150,1,5,50,150,DO-201AD,463
9,HER304G,300,3,150,1.3,5,50,150,DO-201AD,463
9,HER305G,400,3,150,1.3,5,50,150,DO-201AD,463
9,HER306G,600,3,150,1.7,5,75,150,DO-201AD,463
9,HER307G,800,3,150,1.7,5,75,150,DO-201AD,463
9,HER308G,1000,3,150,1.7,5,75,150,DO-201AD,463
9,MUR410,100,4,125,1.35,5,50,125,DO-201AD,
9,MUR420,200,4,125,1.35,5,50,125,DO-201AD,
9,MUR430,300,4,125,1.35,5,50,125,DO-201AD,
9,MUR440,400,4,125,1.35,5,50,125,DO-201AD,
9,MUR460,600,4,125,1.35,5,50,125,DO-201AD,
9,MUR480,800,4,125,1.7,5,75,125,DO-201AD,
9,MUR4100,1000,4,125,1.7,5,75,125,DO-201AD,
9,MUR410G,100,4,125,1.35,5,50,150,DO-201AD,485
9,MUR420G,200,4,125,1.35,5,50,150,DO-201AD,485
9,MUR430G,300,4,125,1.35,5,50,150,DO-201AD,485
9,MUR440G,400,4,125,1.35,5,50,150,DO-201AD,485
9,MUR460G,600,4,125,1.35,5,50,150,DO-201AD,485
9,MUR480G,800,4,125,1.7,5,75,150,DO-201AD,485
9,MUR4100G,1000,4,125,1.7,5,75,150,DO-201AD,485
9,UF5400,50,3,150,1,5,50,125,DO-201AD,539
9,UF5401,100,3,150,1,5,50,125,DO-201AD,539
9,UF5402,200,3,150,1,5,50,125,DO-201AD,539
9,UF5404,400,3,150,1.3,5,50,125,DO-201AD,539
9,UF5406,600,3,150,1.7,5,75,125,DO-201AD,539
9,UF5407,800,3,150,1.7,5,75,125,DO-201AD,539
9,UF5408,1000,3,150,1.7,5,75,125,DO-201AD,539
9,UF5400G,50,3,150,1,5,50,150,DO-201AD,
9,UF5401G,100,3,150,1,5,50,150,DO-201AD,
9,UF5402G,200,3,150,1,5,50,150,DO-201AD,
9,UF5404G,400,3,150,1.3,5,50,150,DO-201AD,
9,UF5406G,600,3,150,1.7,5,75,150,DO-201AD,
9,UF5407G,800,3,150,1.7,5,75,150,DO-201AD,
9,UF5408G,1000,3,150,1.7,5,75,150,DO-201AD,
9,US1A,50,1,30,1,5,50,150,SMA,552
9,US1B,100,1,30,1,5,50,150,SMA,552
9,US1D,200,1,30,1,5,50,150,SMA,552
9,US1G,400,1,30,1.3,5,50,150,SMA,552
9,US1J,600,1,30,1.7,5,75,150,SMA,552
9,US1K,800,1,30,1.7,5,75,150,SMA,552
9,US1M,1000,1,30,1.7,5,75,150,SMA,552
9,US2A,50,2,50,1,5,50,150,SMA,554
9,US2B,100,2,50,1,5,50,150,SMA,554
9,US2D,200,2,50,1,5,50,150,SMA,554
9,US2G,400,2,50,1.3,5,50,150,SMA,554
9,US2J,600,2,50,1.7,5,75,150,SMA,554
9,US2K,800,2,50,1.7,5,75,150,SMA,554
9,US2M,1000,2,50,1.7,5,75,150,SMA,554
9,US2A,50,2,50,1,5,50,150,SMB,555
9,US2B,100,2,50,1,5,50,150,SMB,555
9,US2D,200,2,50,1,5,50,150,SMB,555
9,US2G,400,2,50,1.3,5,50,150,SMB,555
9,US2J,600,2,50,1.7,5,75,150,SMB,555
9,US2K,800,2,50,1.7,5,75,150,SMB,555
9,US2M,1000,2,50,1.7,5,75,150,SMB,555
9,US3A,50,3,100,1,5,50,150,SMB,556
9,US3B,100,3,100,1,5,50,150,SMB,556
9,US3D,200,3,100,1,5,50,150,SMB,556
9,US3G,400,3,100,1.3,5,50,150,SMB,556
9,US3J,600,3,100,1.7,5,75,150,SMB,556
9,US3K,800,3,100,1.7,5,75,150,SMB,556
9,US3M,1000,3,100,1.7,5,75,150,SMB,556
9,U1A,50,1,30,1,5,50,150,SOD-123FL,535
9,U1B,100,1,30,1,5,50,150,SOD-123FL,535
9,U1D,200,1,30,1,5,50,150,SOD-123FL,535
9,U1G,400,1,30,1.3,5,50,150,SOD-123FL,535
9,U1J,600,1,30,1.7,5,75,150,SOD-123FL,535
9,U1K,800,1,30,1.7,5,75,150,SOD-123FL,535
9,U1M,1000,1,30,1.7,5,75,150,SOD-123FL,535
9,US1AF,50,1,30,1,5,50,150,SMAF,551
9,US1BF,100,1,30,1,5,50,150,SMAF,551
9,US1DF,200,1,30,1,5,50,150,SMAF,551
9,US1GF,400,1,30,1.3,5,50,150,SMAF,551
9,US1JF,600,1,30,1.7,5,75,150,SMAF,551
9,US1KF,800,1,30,1.7,5,75,150,SMAF,551
9,US1MF,1000,1,30,1.7,5,75,150,SMAF,551
9,US2AF,50,2,60,1,5,50,150,SMAF,553
9,US2BF,100,2,60,1,5,50,150,SMAF,553
9,US2DF,200,2,60,1,5,50,150,SMAF,553
9,US2GF,400,2,60,1.3,5,50,150,SMAF,553
9,US2JF,600,2,60,1.7,5,75,150,SMAF,553
9,US2KF,800,2,60,1.7,5,75,150,SMAF,553
9,US2MF,1000,2,60,1.7,5,75,150,SMAF,553
10,SR120,20,1,30,0.55,100,-,150,DO-41,514
10,SR140,40,1,30,0.55,100,-,150,DO-41,514
10,SR160,60,1,30,0.7,100,-,150,DO-41,514
10,SR180,80,1,30,0.85,50,-,150,DO-41,514
10,SR1100,100,1,30,0.85,50,-,150,DO-41,514
10,SR1150,150,1,30,0.95,50,-,150,DO-41,514
10,SR1200,200,1,30,0.95,50,-,150,DO-41,514
10,1N5817,20,1,25,0.45,100,-,150,DO-41,408
10,1N5818,30,1,25,0.55,100,-,150,DO-41,408
10,1N5819,40,1,25,0.6,100,-,150,DO-41,408
10,SR220,20,2,60,0.55,100,-,150,DO-15,
10,SR240,40,2,60,0.55,100,-,150,DO-15,
10,SR260,60,2,60,0.7,100,-,150,DO-15,
10,SR280,80,2,60,0.85,50,-,150,DO-15,
10,SR2100,100,2,60,0.85,50,-,150,DO-15,
10,SR2150,150,2,60,0.92,50,-,150,DO-15,
10,SR2200,200,2,60,0.92,50,-,150,DO-15,
10,1N5820,20,3,80,0.55,100,-,150,DO-201AD,409
10,1N5821,30,3,80,0.55,100,-,150,DO-201AD,409
10,1N5822,40,3,80,0.55,100,-,150,DO-201AD,409
10,SR320,20,3,80,0.55,100,-,150,DO-201AD,515
10,SR340,40,3,80,0.55,100,-,150,DO-201AD,515
10,SR360,60,3,80,0.7,100,-,150,DO-201AD,515
10,SR380,80,3,80,0.85,50,-,150,DO-201AD,515
10,SR3100,100,3,80,0.85,50,-,150,DO-201AD,515
10,SR3150,150,3,80,0.95,50,-,150,DO-201AD,515
10,SR3200,200,3,80,0.95,50,-,150,DO-201AD,515
10,SR520,20,5,120,0.55,200,-,150,DO-201AD,516
10,SR540,40,5,120,0.55,200,-,150,DO-201AD,516
10,SR560,60,5,120,0.7,200,-,150,DO-201AD,516
10,SR580,80,5,120,0.85,50,-,150,DO-201AD,516
10,SR5100,100,5,120,0.85,50,-,150,DO-201AD,516
10,SR5150,150,5,120,0.92,50,-,150,DO-201AD,516
10,SR5200,200,5,120,0.92,50,-,150,DO-201AD,516
10,SR820,20,8,150,0.55,300,-,150,DO-201AD,517
10,SR840,40,8,150,0.55,300,-,150,DO-201AD,517
10,SR860,60,8,150,0.7,300,-,150,DO-201AD,517
10,SR880,80,8,150,0.85,50,-,150,DO-201AD,517
10,SR8100,100,8,150,0.85,50,-,150,DO-201AD,517
10,SR8150,150,8,150,0.92,50,-,150,DO-201AD,517
10,SR8200,200,8,150,0.92,50,-,150,DO-201AD,517
10,SR1020,20,10,200,0.55,300,-,150,DO-201AD,518
10,SR1040,40,10,200,0.55,300,-,150,DO-201AD,518
10,SR1060,60,10,200,0.7,300,-,150,DO-201AD,518
10,SR1080,80,10,200,0.85,50,-,150,DO-201AD,518
10,SR10100,100,10,200,0.85,50,-,150,DO-201AD,518
10,SR10150,150,10,200,0.92,50,-,150,DO-201AD,518
10,SR10200,200,10,200,0.92,50,-,150,DO-201AD,518
10,SS12,20,1,30,0.55,100,-,150,SMA,520
10,SS14,40,1,30,0.55,100,-,150,SMA,520
10,SS16,60,1,30,0.7,100,-,150,SMA,520
10,SS18,80,1,30,0.85,50,-,150,SMA,520
10,SS110,100,1,30,0.85,50,-,150,SMA,520
10,SS115,150,1,30,0.92,50,-,150,SMA,520
10,SS120,200,1,30,0.92,50,-,150,SMA,520
10,SS22,20,2,50,0.55,100,-,150,SMA,522
10,SS24,40,2,50,0.55,100,-,150,SMA,522
10,SS26,60,2,50,0.7,100,-,150,SMA,522
10,SS28,80,2,50,0.85,50,-,150,SMA,522
10,SS210,100,2,50,0.85,50,-,150,SMA,522
10,SS215,150,2,50,0.92,50,-,150,SMA,522
10,SS220,200,2,50,0.92,50,-,150,SMA,522
10,SS32,20,3,80,0.55,100,-,150,SMA,525
10,SS34,40,3,80,0.55,100,-,150,SMA,525
10,SS36,60,3,80,0.7,100,-,150,SMA,525
10,SS38,80,3,80,0.85,50,-,150,SMA,525
10,SS310,100,3,80,0.85,50,-,150,SMA,525
10,SS315,150,3,80,0.92,50,-,150,SMA,525
10,SS320,200,3,80,0.92,50,-,150,SMA,525
10,SS52,20,5,120,0.55,100,-,150,SMA,528
10,SS54,40,5,120,0.55,100,-,150,SMA,528
10,SS56,60,5,120,0.7,100,-,150,SMA,528
10,SS58,80,5,120,0.85,50,-,150,SMA,528
10,SS510,100,5,120,0.85,50,-,150,SMA,528
10,SS515,150,5,120,0.92,50,-,150,SMA,528
10,SS520,200,5,120,0.92,50,-,150,SMA,528
10,SS22,20,2,50,0.55,100,-,150,SMB,523
10,SS24,40,2,50,0.55,100,-,150,SMB,523
10,SS26,60,2,50,0.7,100,-,150,SMB,523
10,SS28,80,2,50,0.85,50,-,150,SMB,523
10,SS210,100,2,50,0.85,50,-,150,SMB,523
10,SS215,150,2,50,0.92,50,-,150,SMB,523
10,SS220,200,2,50,0.92,50,-,150,SMB,523
10,SS32,20,3,80,0.55,100,-,150,SMB,526
10,SS34,40,3,80,0.55,100,-,150,SMB,526
10,SS36,60,3,80,0.7,100,-,150,SMB,526
10,SS38,80,3,80,0.85,50,-,150,SMB,526
10,SS310,100,3,80,0.85,50,-,150,SMB,526
10,SS315,150,3,80,0.92,50,-,150,SMB,526
10,SS320,200,3,80,0.92,50,-,150,SMB,526
10,SS52,20,5,120,0.55,100,-,150,SMB,529
10,SS54,40,5,120,0.55,100,-,150,SMB,529
10,SS56,60,5,120,0.7,100,-,150,SMB,529
10,SS58,80,5,120,0.85,50,-,150,SMB,529
10,SS510,100,5,120,0.85,50,-,150,SMB,529
10,SS515,150,5,120,0.92,50,-,150,SMB,529
10,SS520,200,5,120,0.92,50,-,150,SMB,529
